Full Name,Description,Job,Education Place,Native Language,Country,Father,Mother,Spouse,Birth Date,Death Date,Birth Place,Death Place,Death Method,Death Reason
Nidhi Bhanushali,Indian Actress,Actor,,,India,,,,1996-07-28,,Gandhinagar,,,
Bharathi,Indian Actress,Actor,,,India,,,,1951-01-15,,Thoothukudi,,,
Tina Ahuja,Indian Actress,Actor,,,India,Govinda,Sunita Ahuja,,1989-07-08,,Mumbai,,,
Savita Punia,Indian Field Hockey Player,Field Hockey Player,,,India,,,,1990-06-11,,Haryana,,,
Saliha Abid Hussain,Indian Writer Of Urdu Literature,Children'S Writer,,,India,,,,1913-08-18,1988-01-08,Panipat,New Delhi,,
Anushka Ravishankar,Indian Writer,Children'S Writer,,,India,,,,1961-00-00,,Nashik,,,
Rajani Etimarpu,Indian Field Hockey Player,Field Hockey Player,,,India,,,,1990-06-09,,Andhra Pradesh,,,
Diwaliben Bhil,Gujarati Folk Singer From India,Singer,,,India,,,,1943-06-02,2016-05-19,Dalkhaniya,Junagadh,,
Aarti Singh,Indian Actress,Actor,,,India,,,,1985-04-05,,Lucknow,,,
Venita Coelho,Indian Writer From Goa,Writer,Sophia College For Women,,India,,,,1966-00-00,,Dehradun,,,
Sarala Devi,"An Indian Independence Activist, Feminist, Social Activist, Politician And Writer",Writer,,Odia,India,,,,1904-08-19,1986-10-04,Jagatsinghpur District,,,
Jinal Pandya,Telugu Actress,Actor,,,India,,,,1986-00-00,,Mumbai,,,
Shakuntala Barua,Indian Actress,Actor,,,British India,,,,1947-04-22,,Kolkata,,,
Hansa Wadkar,Marathi & Hindi Fim Actress In Indian Cinema,Actor,,,India,,,,1924-01-24,1971-01-01,,Mumbai,,
Sohini Mishra,Indian Singer,Singer,Ravenshaw University,,India,,,,1991-01-01,,Cuttack District,,,
Nithya Ram,Indian Actress,Actor,,,India,,,,1990-01-31,,Hubli,,,
Radhika Vaz,Indian Comedian,Comedian,Syracuse University,,India,,,,1973-00-00,,Mumbai,,,
Ranjana Baghel,Indian Politician,Politician,Devi Ahilya Vishwavidyalaya,,India,,,,,,Dhar District,,,
Archana Chitnis,Indian Politician,Politician,,,India,,,,1964-04-20,,,,,
Kumudini Patnaik,Indian Politician,Politician,,,India,,,Ram Krushna Patnaik,1945-07-07,,,,,
Meenakshi Sargogi,Indian Industrialist,Businessperson,,,India,,,,1944-00-00,,Kanpur,,,
Bhagirathi Devi,Indian Politician,Politician,,,India,,,,1954-01-12,,Narkatiaganj,,,
Urmila V. Makhija,Indian Lichenologist And Mycologist,Lichenologist,,,India,,,,1950-01-01,,,,,
Maya Deb,Indian Ostracodologist And Zoologist,Zoologist,,,India,,,,,,,,,
Tejal Vijapure,Indian Zoologist,Zoologist,,,India,,,,,,,,,
Soniya Sukumaran,Indian Zoologist,Zoologist,,,India,,,,,,,,,
Mayuri Kyatari,Indian Actress,Actor,,,India,,,,1998-03-05,,Hubli,,,
Joshna Fernando,Indian Actor,Actor,,,India,,,,1991-11-12,,Chennai,,,
Rajeshwari Gayakwad,Indian Woman Cricketer,Cricketer,,,India,,,,1991-06-01,,Vijayapura,,,
M. N. Ponnamma,Indian Field Hockey Player,Field Hockey Player,,,India,,,,1992-10-25,,Virajpet,,,
Himanshi Khurana,Indian Model And Actress,Model,,,India,,,,1991-11-27,,Kiratpur Sahib,,,
Anjana Om Kashyap,Indian Journalist And Anchor,Journalist,Jamia Millia Islamia,,India,,,,1975-06-12,,Ranchi,,,
Neelam Gorhe,Indian Politician,Politician,,,India,,,,1954-09-12,,Pandharpur,,,
Pooja Devariya,Indian Actor,Actor,,,India,,,,1991-07-29,,Chennai,,,
Vyjayanthi Chari,Indian Mathematician,Mathematician,University Of Mumbai,,India,,,,1958-03-09,,,,,
Anam Hashim,,,,,India,,,,1995-05-21,,Lucknow,,,
Theilin Phanbuh,Indian Social Worker,Academic,,,India,,,,1946-04-13,,Shillong,,,
Yumlembam Gambhini Devi,An Indian Singer Of Nata Sankirtana And Dancer Of Manipuri Raas,Dancer,,,India,,,,1945-01-01,,Manipur,,,
Disha Patani,Indian Actress,Model,,,India,,,,1992-06-13,,Bareilly,,,
Suhani Bhatnagar,Indian Actress,Actor,,,India,,,,,,,,,
Neelamani Devi,Indian Craftswoman And Master Potter,Potter,,,India,,,,1938-09-01,,Thoubal District,,,
Sanghamitra Bandyopadhyay,Indian Actor,Actor,,,India,,,,1956-08-08,2016-10-28,,,,
Madhuri Itagi,Indian Actress,Actor,,Kannada,India,,,,1990-10-07,,Hubli,,,
Sukanya Rahman,Classical Indian Dancer,Dancer,,,India,Habib Rahman,Indrani Rahman,,1946-00-00,,Kolkata,,,
Sujata Tewari,Indian-American Neuroscientist,Neuroscientist,Dr. B. R. Ambedkar University,,India,,,,1938-00-00,2000-00-00,Murshidabad,,,
Bharati Shivaji,"Classical Dancer Of Mohiniyattom, Choreographer And Author",Dancer,,,India,,,,1948-00-00,,Kumbakonam,,,
Hannah Sen,"Indian Educator, Politician, And Feminist",,,,India,,,,1894-00-00,1957-00-00,,,,
Pyumori Mehta Ghosh,ഇന്ത്യന്‍ ചലചിത്ര അഭിനേത്രി,Actor,,,India,,,,1976-11-23,,Solapur,,,
Najeeva Khan Zeenat,Indian Politician,Politician,,,India,,,,1962-01-10,,Kasganj District,,,
Ahillya Harjani,Badminton Player,Badminton Player,,,India,,,,1997-03-06,,Mumbai,,,
Jayshree Arora,Indian Actress,Actor,,,India,,,,,,Kolkata,,,
Kasturi Rajadhyaksha,Indian Physician And Community Worker,Scientist,Johns Hopkins University,,India,,,,1923-00-00,2010-02-07,India,Ohio,,
Vaishali Takkar,Indian Actor,Actor,,,India,,,,1992-07-15,,Maharashtra,,,
Waluscha De Sousa,Indian Actress,Actor,,,India,,,Marc Robinson,1979-11-28,,Goa,,,
Malaika Vaz,"Malaika Vaz Is A National Geographic Explorer, Adventure Sports Athlete, Wildlife Presenter And Filmmaker Goa, India",Businessperson,,,India,,,,1997-04-13,,Saligao,,,
Veenu Paliwal,Indian Motorbiker,Athlete,,,India,,,,1972-01-01,2016-04-12,Jaipur,Gyaraspur,,
Sri Sunama Jakini Matha,,,,,India,,,,,,,,,
Gaveet Nirmala Ramesh,Indian Politician,Politician,,,India,,,,,,,,,
Akshara Kishor,Indian Actress,Actor,Bhavan'S Adarsha Vidyalaya,,India,,,,2008-10-08,,Kannur,,,
Medha Manjrekar,Indian Actress,Actor,,,India,,,Mahesh Manjrekar,1967-04-28,,,,,
Renuka Majumder,Indian Cricketer,Cricketer,,,India,,,,1962-09-15,,,,,
Trupti Desai,Indian Activist For Women'S Rights,Politician,,,India,,,,1985-12-12,,,,,
Medha Vishram Kulkarni,Indian Politician,Politician,Savitribai Phule Pune University,,India,,,,,,,,,
Jameela Prakasam,Indian Politician,Politician,,Malayalam,India,R. Prakasam,,Neelalohithadasan Nadar,1957-05-19,,,,,
Himaja,Indian Actress,Actor,,,India,,,,1990-11-02,,Andhra Pradesh,,,
Urmil Thakur,Indian Politician,Politician,,,India,,,,1958-04-01,,,,,
Manorama Dobriyal Sharma,Indian Politician,Politician,,,India,,,,1955-09-03,2015-02-18,,,,
Jennifer Monserrate,Indian Politician,Politician,,,India,,,,1970-01-01,,,,,
Neha Dixit,Indian Journalist,Journalist,University Of Delhi,,India,,,,,,,,,
Garima Sanjay,Indian Academic And Writer,Academic,Allahabad University,,India,,,,1969-01-15,,Allahabad,,,
Pooja Ruparel,Indian Actress,Actor,,,India,,,,1986-11-21,,Mumbai,,,
Nayanjot Lahiri,Archeologist And Historian,Archaeologist,,,India,,,,1960-00-00,,,,,
Shiela Mehra,Indiaas Gynaecologe,Gynaecologist,,,India,,,,,,,,,
Girija Devi,Politician,Politician,,,India,,,,1941-01-01,,,,,
Pavala Syamala,Indian Actress,Actor,,Telugu,India,,,,1951-01-01,,,,,
Sneha Sharma,Indian Racing Driver,Racing Automobile Driver,,,India,,,,1990-08-01,,Kolkata,,,
Dipali Barthakur,Indian Singer,Singer,,,India,,,,1941-01-30,2018-12-21,,,,
Vineeta Bal,Indian Medical Researcher,Biologist,University Of Mumbai,,India,,,,,,,,,
Sandhya Srikant Visweswariah,Indian Scientist And Academic,Journalist,,,India,,,,1957-03-06,,,,,
Lilima Minz,Indian Woman Hockey Player,Field Hockey Player,,,India,,,,1994-04-10,,Odisha,,,
Nina Sibal,Indian Diplomat And Writer,Diplomat,University Of Delhi,,India,,,Kapil Sibal,1948-00-00,2000-06-00,Pune,New York City,,
Nikki Pradhan,Indian Field Hockey Player (1993-),Field Hockey Player,,,India,,,,1993-12-08,,Jharkhand,,,
Anushree,Indian Actress,Actor,Mangalore University,,India,,,,1988-01-25,,Mangalore,,,
Kavita Devi,Indian Professional Wrestler,Weightlifter,,,India,,,,1983-03-15,,Haryana,,,
Allari Subhashini,Indiaas Acteren,Acting,,,India,,,,,,Bhimavaram,,,
Niradprabha Pattnayak,Odia Writer,,,Odia,India,,,Ananta Patnaik,1926-02-06,2016-09-23,,,,
Radhika Chetan,Indian Actor,Actor,,,India,,,,,,Mysore,,,
Smrita Jain,"Indian Artist, Author And Design Educator",Photographer,Pratt Institute,,India,,,,1983-01-31,,New Delhi,,,
Shivangi Joshi,Indian Actress,Actor,,,India,,,,1995-05-18,,Pune,,,
Sahiti P. Lakshmi,Chess Player,Chess Player,,,India,,,,1993-08-19,,,,,
Atithi Gautam K. C,Nepalese Singer,Singer,,,India,,,,2006-08-15,,,,,
Jagjit Kaur,Indian Singer,Singer,,,India,,,Mohammed Zahur Khayyam,1930-00-00,,Punjab,,,
Kiran Manral,Indian Novelist And Non-Fiction Writer,Writer,,,India,,,,1971-06-22,,Mumbai,,,
Moirangthem Mandakini Devi,Association Football Player,Association Football Player,,,India,,,,1991-03-01,,Thoubal,,,
Munawwar Sultana,Indian Actor,Actor,,,India,,,,1924-11-08,2007-09-15,Lahore,,,
Farha Mather,Badminton Player,Badminton Player,,,India,,,,1996-09-17,,,,,
Sheetal Agashe,Indian Actress And Businesswoman,Actor,,,India,Dnyaneshwar Agashe,,,1977-05-17,,Pune,,,
Sukanya Parida,Indian Cricketer,Cricketer,,,India,,,,1993-05-15,,Kendrapara,,,
Vidya Sagar Keshri,Indian Politician,Politician,,,India,,,,,,,,,
Sarita Rai,Indian Politician,Politician,,,India,,,,,,Kolkata,,,
Rimppi Kumari,Indian Farmer,Farmer,,,India,,,,1985-00-00,,,,,
Malvika Raaj,Indian Actress And Model,Model,,,India,,,,1993-09-18,,,,,
Leona Lishoy,Actor,Actor,,,India,,,,1991-07-18,,Koorkenchery,,,
Shabnam Hashmi,Indian Social Activist And Human Rights Campaigner,Activist,,,India,,,,1957-01-01,,,,,
Rashmika Mandanna,Indian Actress,Actor,,Tamil,India,,,,1996-04-05,,Virajpet,,,
Ritu Phogat,Indian Wrestler,Amateur Wrestler,,,India,Mahavir Singh Phogat,,,1994-05-02,,Balali,,,
Shakti Raj,Indian Politician,Politician,,,India,,,,2000-00-00,,,,,
Indumathi Kathiresan,Indian Female Football Player,Association Football Player,,,India,,,,1994-01-01,,India,,,
Rashmi Tiwari,Indian Activist,Activist,,,India,,,,1972-00-00,,,,,
Subhash Sudha,Indian Politician,Politician,,,India,,,,,,Haryana,,,
K. S. Nagarathanamma,Indian Politician,Politician,,,India,,,,1923-01-01,1993-10-17,,,,
Bapusaheb Parulekar,Politician From India,Politician,,,India,,,,1929-07-02,,,,,
Madhusmita Behera,Cricketer,Cricketer,,Odia,India,,,,1990-10-04,,Cuttack,,,
Parveen Kaur,Indian Actor,Actor,,,India,,,,,,Mumbai,,,
Deepa Nisanth,Writer In Malayalam Language,Writer,,,India,,,,1981-05-04,,Peramangalam,,,
Nikki,Indian Amateur Wrestler,Amateur Wrestler,,,India,,,,1991-03-16,,,,,
Anasuya Sengupta,"Indian-American Poet, Women'S Rights Activist, Social Justice Advocate, Entreprenuer",Poet,University Of Delhi,,India,,Poile Sengupta,,1974-00-00,,Bengaluru,,,
Monalisa Mishra,Odia Writer,Teacher,,Odia,India,,,,1969-11-30,,Nayagarh,,,
Brundabati Dasi,India Odia Poet,Poet,,Odia,India,,,,,,Odisha,,,
Surjyamani Jema,19Th Century Odia Poet,Poet,,Odia,India,,,,,,Odisha,,,
K. R. Indira Devi,Indian Actor,Actor,,,India,,,,1949-01-01,2017-03-16,,,,Cardiac Arrest
Garima Singh,Indian Politician,Politician,,,India,,,Sanjay Sinh,,,,,,
Shimla Bawri,Indian Politician,Politician,,,India,,,,,,,,,
Anita Singh Rajput,Indian Politician,Politician,,,India,,,,,,Bulandshahr,,,
Anita Chanu,Indian Judoka (1984-),Judoka,,,India,,,,1984-02-27,,,,,
Madhusmita Patnaik,Civil Airline Pilot,Aircraft Pilot,Government Aviation Training Institute,Odia,India,,,,,,,,,
Hema Sankalia,Indian Architect,,Sir J. J. College Of Architecture,,India,,,,1934-00-00,2015-00-00,Sialkot,,,
Mrinalini Mukherjee,Indian Sculptor And Textile Artist,Sculptor,,,India,,,,1949-00-00,2015-02-15,Mumbai,New Delhi,,
Janki Bodiwala,Indian Actress,Actor,,,India,,,,1995-10-30,,Ahmedabad,,,
Sitadevi Khadanga,Odia Language Writer,Playwright,,,India,,,,1902-00-00,1983-00-00,Ganjam District,,,
Bhoomika Dash,Indian Actress,Actor,,Odia,India,,,,2003-01-22,,Odisha,,,
Aditi Rathore,Indian Actress,Actor,,,India,,,,1993-10-30,,Bikaner,,,
Saudamini Udgata,Odia Language Writer,Writer,,Odia,India,,,Srinibash Udgata,1937-02-23,,Balangir,,,
Niranjani Ahathian,Indian Costume Designer And Fashion Stylist,Costume Designer,,,India,,,,1990-06-08,,Chennai,,,
Nibedita Pradhan,"Politician From Odisha, India",Politician,,Odia,India,,,,1963-07-07,,,,,
Shilpa Ray,Indian-American Musician,Musician,,,United States Of America,,,,,,New Jersey,,,
Aman Sandhu,Indian Actress,Actor,,Punjabi,India,,,,1995-10-12,,Punjab,,,
Sangeeta Balwant,Indian Politician,Politician,,,India,,,,,,,,,
Sunita,Indian Politician,Politician,,,India,,,,,,,,,
Meeta Sharma,Indian Judoka (2000-),Judoka,,,India,,,,2000-00-00,,,,,
Vasuki Murugesan,Candidate Of Dravida Munnetra Kazhagam  Party.,Politician,,,India,,,,,,,,,
Mamta Rani,Indian Amateur Wrestler,Amateur Wrestler,,,India,,,,1994-07-02,,,,,
Angira Dhar,Indian Actress,Actor,,,India,,,,1988-05-25,,Mumbai,,,
Nirmala Sankhwar,Indian Politician,Politician,,,India,,,,1969-02-01,,Kanpur Dehat District,,,
Champa Sharma,Dogri Author,Poet,,,India,,,,1941-01-01,,,,,
లీలారాణి,Indian Actress,Actor,,,India,,,,,,,,,
Anjali Narzary,Indian Poet,Poet,,,India,,,,,,,,,
Rano M. Shaiza,Politician,Politician,,,India,,,,1928-11-11,2015-04-01,Phek,,,
Radha Kessar,Indian Mathematician,Mathematician,Ohio State University,,India,,,,1950-00-00,,,,,
Del Irani,Australian Television Journalist,Journalist,,,India,,,,,,Mumbai,,,
N. V. Sheena,Indian Triple Jumper,Triple Jumper,,,India,,,,1992-11-22,,,,,
Dipanwita Das,Indian Entomologist,Entomologist,,,India,,,,,,,,,
Monika Athare,Indian Athlete,Athlete,,,India,,,,1992-03-26,,,,,
Jasvinder K Gambhir,"Indian Doctor, Researcher And Professor",Physician,Panjab University,,India,,,,,,,,,
Giddi Eswari,Indian Politician In Andhra Pradesh,Politician,,,India,,,,,,,,,
Abha Singh,"Former Civil Servant And An Advocate,Social Activist",Civil Servant,,,India,,,,,,,,,
Tara Rani Srivastava,Indian Freedom Fighter,Activist,,,India,,,,,,Patna,,,
Mahima Aggarwal,Badminton Player,Badminton Player,,,India,,,,1998-11-11,,,,,
Monalisa Bagal,Indian Actress,Actor,,,India,,,,,,,,,
Hima Shankar,Indian Actress,Actor,,,India,,,,1987-06-02,,Kodakara,,,
Vidya Subrahmaniam,Indian Journalist (1901-),Journalist,Delhi School Of Economics,,India,,,,1901-00-00,,,,,
Sheila F. Irani,Politician,Politician,,,India,,,,1922-06-06,2003-04-10,,,,
Satyabhama Devi,Politician,Politician,,,India,,,,1911-03-14,,,,,
Sheetal Pandey,Indian Politician,Politician,,,India,,,,1947-02-27,,,,,
Gurbinder Kaur Brar,Indian Politician,Politician,Kinnaird College For Women,,India,,,,1922-08-12,2013-09-07,,,,
Manjula Kanwar,Actor,Actor,,,India,,,,,,,,,
Rakhee Sandilya,Indian Writer And Film Director,Writer,,,India,,,,,,,,,
Jemimah Rodrigues,Indian Cricketer,Cricketer,,,India,,,,2000-09-05,,Mumbai,,,
Faye D'Souza,Indian Journalist,Journalist,,,India,,,,1984-10-00,,Chikmagalur,,,
Megha Mathew,Indian Actress,Actor,,,India,,,,1994-01-13,,Kottayam,,,
Sangeetha Kadur,Indian Artist,Artist,,,India,,,,,,,,,
Manorama Singh,Indian Politician,Politician,,,India,,,Chandrashekhar Singh,1938-05-04,,,,,
Chanra Bhanu Devi,Indian Politician,Politician,,,India,,,,1947-11-18,2008-09-06,,Patna,,
Chandraprabha Urs,Politician,Politician,,,India,,,,1946-05-25,2016-05-03,,,,
Peju Layiwola,Nigerian Sculptor And Academic,Sculptor,University Of Ibadan,,Nigeria,,Princess Elizabeth Olowu,,1967-09-29,,Benin City,,,
C. Kolandai Ammal,Indian Politician,Politician,,,India,,,,1924-06-10,,,,,
Rathnasree Nandivada,"Director, Nehru Planetarium, New Delhi",,,,India,,,,,,,,,
Sonali Guha,Indian Politician,Politician,University Of Calcutta,,India,,,,1968-12-27,,,,,
Raka Bhattacharya,Indian Playback Singer,Singer,,,India,,,,,,,,,
Ayesha Kidwai,Indian Theoretical Linguist,Academic,Jawaharlal Nehru University,,India,,,,,,,,,
Noorin Shereef,Actress,Actor,,,India,,,,1999-04-03,,,,,
Kritika Sharma,Indian Actress,Actor,,,India,,,,1992-04-10,,Delhi,,,
Rali Nanda,Indian Actress,Actor,,Odia,India,,,,,,,,,
Basant Manjari Devi,Politician From Odisha,Politician,,,India,,,,1900-01-01,1961-06-07,,,,
Mohena Singh,Dancer,Actor,,,India,,,,1988-07-08,,Rewa,,,
Priya Prakash Varrier,Indian Actress,Actor,,,India,,,,1999-09-12,,Punkunnam Seetha Ramaswamy Temple,,,
Nikita Mishra,"Indian Model, Actor",Film Actor,,Odia,India,,,,,,,,,
Jaya Mehta,"Gujarati Poet, Critic And Translator From Gujarat, India",Poet,Sndt Women'S University,,India,,,,1932-08-16,,Koliyak,,,
Neeta Ramaiya,"Gujarati Poet, Children'S Writer And Translator From India",Writer,,,India,,,,1941-07-14,,Morbi,,,
Ivana,Indian Actress,Actor,,,India,,,,2000-02-25,,Kerala,,,
Elavenil Valarivan,Indian Sport Shooter,Sport Shooter,,,India,,,,1999-08-02,,Cuddalore,,,
Abhilasha,South Indian Movie Actress Of 1980S,Actor,,,India,,,,,,,,,
Sabitha Jayaraj,Indian Costume Designer And Actress,Costume Designer,,,India,,,,1974-11-10,,,,,
Marie Semoes,Indian Athletics Competitor,Athletics Competitor,,,India,,,,,,,,,
Snehalata Kolhe,Politician,Politician,,,India,,,,,,,,,
Gurjit Kaur,Indian Woman Field Hockey Player,Field Hockey Player,,,India,,,,1995-10-25,,Punjab,,,
Pallavi Patil,Indian Actress,Actor,,,India,,,,,,Dhule,,,
Rita Sen,Indian Track And Field Athlete,Athletics Competitor,,,India,,,,,,,,,
Saraswati Singh,Indian Politician,Politician,,,India,,,,1980-01-05,,,,,
Soumya Reddy,Politician,Politician,,,India,,,,1981-01-01,,Bengaluru,,,
Shailabala Ghoshjaya,Bengali Writer,Writer,,Bengali,British India,,,,1894-03-02,1974-01-01,Cox'S Bazar,,,
Hansa Yogendra,Indiaas Yogaleraar,Yoga Instructor,Mithibai College,,India,,,,1947-10-08,,Indore,,,
Krishnakshi Kashyap,An Eminent Sattriya And Bharatnatyam Dancer From India,Dancer,,,India,,,,,,,,,
Manjula Pradeep,Indian Human Rights Activist,Human Rights Activist,Maharaja Sayajirao University Of Baroda,Hindi,India,,,,1969-10-09,,,,,
Jaya Mahesh,Indian Model,Model,,,India,,,,1969-02-14,,Coimbatore,,,
Manasi Girishchandra Joshi,Parabadminton Player From India,Software Engineer,K. J. Somaiya College Of Engineering,,India,,,,1989-06-11,,Rajkot,,,
Aalisha Panwar,She Is Famous For Her Role As Tara And Aarohi In Ishq Mai Marjawan,Actor,,,India,,,,1996-05-07,,Shimla,,,
Madhumita Kumari,Indian Archer,Archer,,,India,,,,,,,,,
Nehal Chudasama,Miss Diva Miss Universe 2018,Beauty Pageant Contestant,,,India,,,,1996-08-22,,Mumbai,,,
Oindrila Sen,Bengali Actress From India,Television Actor,,,India,,,,1995-03-31,,Kolkata,,,
Sulata Chowdhury,Indian Actress,Actor,,,India,,,,1945-00-00,1997-09-16,,,,
Yamini Dalal,Indian Biochemist,Medical Researcher,,,India,,,,,,,,,
Ananya Panday,Indian Actress,Actor,,,India,Chunky Pandey,,,1998-01-01,,Mumbai,,,
Dossibai Patell,Indian Physician,Physician,London School Of Hygiene & Tropical Medicine,,British India,,,,1881-10-16,1960-02-04,Mumbai,Mumbai,,
Ashwathi Pillai,Badminton Player,Badminton Player,,,Sweden,,,,2000-07-14,,Kanyakumari,,,
Aditi Sen De,Indian Physicist,Physicist,Bethune College,,India,,,,1974-10-01,,Kolkata,,,
Anju Tamang,Indian Female Football Player,Association Football Player,,,India,,,,1995-12-22,,Sikkim,,,
Himanshu Prabha Ray,Indian Historian And Archaeologist,Historian,Jawaharlal Nehru University,,India,,,,1947-08-15,,,,,
Aneeta Kamal,Indian Politician,Politician,,,India,,,,1986-03-23,,Ambedkar Nagar District,,,
Dharitri Terangpi,Biker And Activist,Actor,Gauhati University,,India,,,,1996-02-24,,Guwahati,,,
Sumita Roy Dutta,"Indian Amateur Photographer, Nature Lover And Wikipedian",Photographer,,,India,,,,,,Darbhanga,,,
Rahibai Soma Popere,"Indian Farmer, Agriculturist And Conservationist",Farmer,,,India,,,,1964-01-01,,Akole,,,
Bibha Chowdhuri,Indian Cosmic Ray Physicist,Scientist,University Of Calcutta,,India,,,,1913-00-00,1991-00-00,Kolkata,,,
Pravasini Mahakud,Indian Poet,Poet,,Odia,India,,,,1957-00-00,,Kalahandi District,,,
Mugdha Agrey,Badminton Player,Badminton Player,,,India,,,,1999-04-19,,,,,
Mamta Bhupesh,Indian Politician,Politician,,,India,,,,1973-06-28,,,,,
Romita Ray,"Department Chair, Art History Teacher And Researcher At Syracuse",Art Historian,,,United States Of America,,,,1970-00-00,,Kolkata,,,
Saravjit Kaur Manuke,Indian Politician,Politician,,,India,,,,1972-01-01,,Jagraon,,,
Jamuna Tudu,Indian Environmental Activist,Environmentalist,,,India,,,,1980-12-19,,,,,
Khyati Mangla,Indian Actress,Actor,,,India,,,,1988-09-22,,Delhi,,,
Sipra Mallick,"Politician From Odisha, India",Politician,,Odia,India,,,,1961-09-16,,,,,
Radharani Panda,"Politician From Odisha, India",Politician,,Odia,India,,,,1961-06-21,,,,,
Mahak Jain,Indian Tennis Player,Tennis Player,,,India,,,,2001-06-24,,Bhopal,,,
Raseswari Panigrahi,"Politician From Odisha, India",Politician,,Odia,India,,,,1946-10-28,,,,,
Bijayalaxmi Pattnaik,"Politician From Odisha, India",Politician,,Odia,India,,,,1955-10-30,,,,,
Parama Pujari,"Politician From Odisha, India",Politician,,Odia,India,,,,1954-07-01,,,,,
Kamala Das,"Politician From Odisha, India",Politician,,Odia,India,,,,1945-08-16,,,,,
Kishorimani Singh,"Politician From Odisha, India",Politician,,Odia,India,,,Nikunja Bihari Singh,1928-11-25,2007-05-27,,,,
Manasi Das,"Novelist, Translator From Odisha, India",Novelist,,Odia,India,,,,1943-05-06,,,,,
Umarani Patra,"Politician From Odisha, India",Politician,,Odia,India,,,Kartikeswar Patra,1954-05-12,,,,,
Dhvani Bhanushali,Indian Singer,Singer,University Of Mumbai,,India,,,,1998-03-22,,Mumbai,,,
Mala Roy,Indian Politician,Politician,,,India,,,,1957-11-19,,Kolkata,,,
Santwana Bardoloi,Indian Film Director,Film Director,,,India,,,,,,,,,
Queen Oja,Indian Politician,Politician,,,India,,,,1950-11-20,,Guwahati,,,
Asha Sinha,Indian Police Officer,Police Officer,,,India,,,,1956-03-24,,Kottayam,,,
